id,sentiment
positive,0
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,0
positive,1
positive,0
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,0
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,0
positive,0
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,0
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,0
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,0
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,0
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
positive,1
